job_id,customer_id,device_id,issue_type,job_status,received_date,promised_date,completed_date,technician_id,technician_name,repair_notes,estimated_cost,actual_cost
JOB00657,CUST0243,DEV033,Keyboard Fault,Pending,2024-03-20,2024-03-25,,T006,Deepak Sharma,Under warranty,6452.45,
JOB00772,CUST0249,DEV042,Motherboard Failure,In Progress,2024-02-24,2024-02-29,,T007,Meena Reddy,Customer follow-up pending,3514.85,
JOB00361,CUST0024,DEV011,Hard Disk Failure,Completed,2024-02-08,2024-02-13,2024-02-12,T002,Suresh Rao,,7990.81,7922.77
JOB00770,CUST0066,DEV031,Screen Damage,Completed,2024-02-23,2024-02-28,2024-02-25,T005,Kavitha Nair,Spare part ordered,3826.4,881.37
JOB00232,CUST0071,DEV013,Charging Port Fault,Completed,2024-02-07,2024-02-12,2024-02-13,T007,Meena Reddy,Customer follow-up pending,4053.98,6697.73
JOB00296,CUST0059,DEV040,Power Not Turning On,Completed,2024-03-07,2024-03-12,2024-03-10,T005,Kavitha Nair,,6156.67,1488.69
JOB00307,CUST0163,DEV024,Wi-Fi Not Connecting,Completed,2024-02-25,2024-03-01,2024-02-29,T003,Priya Singh,Spare part ordered,515.42,3174.44
JOB00593,CUST0179,DEV036,Motherboard Failure,In Progress,2024-02-29,2024-03-05,,T005,Kavitha Nair,,3601.28,
JOB01393,CUST0031,DEV006,Battery Issue,Completed,2024-01-01,2024-01-06,2024-01-08,T006,Deepak Sharma,,7110.09,1116.48
JOB00044,CUST0100,DEV031,Power Not Turning On,In Progress,2024-02-27,2024-03-03,,T002,Suresh Rao,Customer follow-up pending,3015.5,
JOB01234,CUST0070,DEV043,Hinge Broken,Completed,2024-02-19,2024-02-24,2024-02-22,T006,Deepak Sharma,Customer informed,438.95,1254.71
JOB00373,CUST0039,DEV016,Speaker Problem,Completed,2024-02-12,2024-02-17,2024-02-15,T003,Priya Singh,,3569.2,362.61
JOB01165,CUST0271,DEV042,Battery Issue,Completed,2024-02-04,2024-02-09,2024-02-08,T007,Meena Reddy,Spare part ordered,1303.71,3690.73
JOB00452,CUST0004,DEV025,Wi-Fi Not Connecting,Completed,2024-03-03,2024-03-08,2024-03-05,T005,,Returned to customer,5518.51,3186.24
JOB00512,CUST0215,DEV016,Keyboard Fault,Completed,2024-01-24,2024-01-29,2024-01-27,T001,Rajesh Kumar,Customer informed,5351.36,2996.51
JOB01255,CUST0198,DEV038,Wi-Fi Not Connecting,Completed,2024-01-19,2024-01-24,2024-01-28,T008,Arjun Iyer,Out of warranty,3499.96,8104.99
JOB01386,CUST0202,DEV039,Software Crash,Completed,2024-03-06,2024-03-11,2024-03-08,T006,Deepak Sharma,Customer follow-up pending,5823.85,3393.01
JOB01009,CUST0245,DEV041,Wi-Fi Not Connecting,Cancelled,2024-03-03,2024-03-08,2024-03-05,T001,Rajesh Kumar,Customer follow-up pending,5664.93,
JOB00292,CUST0109,DEV025,Hard Disk Failure,Completed,2024-03-17,2024-03-22,2024-03-21,T007,Meena Reddy,Returned to customer,7462.3,4317.75
JOB00360,CUST0247,DEV018,Wi-Fi Not Connecting,Cancelled,2024-02-18,2024-02-23,2024-02-20,T005,Kavitha Nair,Out of warranty,4764.24,
JOB00354,CUST0100,DEV006,Charging Port Fault,Completed,2024-02-22,2024-02-27,2024-02-26,T005,Kavitha Nair,Under warranty,411.94,667.74
JOB01223,CUST0088,DEV012,Speaker Problem,Completed,2024-02-11,2024-02-16,2024-02-18,T006,Deepak Sharma,Returned to customer,315.69,3115.2
JOB01012,CUST0290,DEV003,Keyboard Fault,In Progress,2024-03-11,2024-03-16,,T005,Kavitha Nair,,1889.13,
JOB00225,CUST0227,DEV022,Hard Disk Failure,Pending,2024-03-02,2024-03-07,,T002,Suresh Rao,Under warranty,5488.47,
JOB00652,CUST0114,DEV007,Hinge Broken,In Progress,2024-02-19,2024-02-24,,T003,Priya Singh,,7394.53,
JOB00365,CUST0228,DEV008,Keyboard Fault,Completed,2024-03-17,2024-03-22,2024-03-22,T007,Meena Reddy,Customer informed,1173.16,3428.75
JOB00727,CUST0120,DEV004,RAM Issue,Completed,2024-02-02,2024-02-07,2024-02-09,T008,Arjun Iyer,Returned to customer,6707.72,473.11
JOB00516,CUST0185,DEV040,Keyboard Fault,Cancelled,2024-03-01,2024-03-06,2024-03-03,T005,Kavitha Nair,Out of warranty,4361.75,
JOB01465,CUST0022,DEV006,Keyboard Fault,Pending,2024-01-12,2024-01-17,,T008,Arjun Iyer,,2390.64,
JOB00722,CUST0160,DEV021,Overheating,Completed,2024-02-08,2024-02-13,2024-02-12,T001,Rajesh Kumar,Out of warranty,977.5,8727.97
JOB00310,CUST0263,DEV007,Water Damage,Completed,2024-02-22,2024-02-27,2024-02-25,T007,Meena Reddy,Customer follow-up pending,2972.57,5332.28
JOB00462,CUST0034,DEV042,Keyboard Fault,Completed,2024-02-18,2024-02-23,2024-02-21,T007,Meena Reddy,,7736.73,4017.12
JOB00074,CUST0067,DEV012,Power Not Turning On,Completed,2024-01-26,2024-01-31,2024-01-29,T001,Rajesh Kumar,Out of warranty,970.28,5203.46
JOB00597,CUST0262,DEV017,Wi-Fi Not Connecting,Completed,2024-02-07,2024-02-12,2024-02-13,T007,Meena Reddy,,2947.58,414.97
JOB00993,CUST0212,DEV008,Hinge Broken,Completed,2024-03-01,2024-03-06,2024-03-03,T001,Rajesh Kumar,Spare part ordered,871.54,2228.0
JOB00102,CUST0246,DEV018,Speaker Problem,Pending,2024-02-13,2024-02-18,,T003,,Under warranty,884.8,
JOB00249,CUST0209,DEV008,RAM Issue,Completed,2024-01-16,2024-01-21,2024-01-19,T006,Deepak Sharma,Returned to customer,5696.9,5080.62
JOB00152,CUST0150,DEV025,Wi-Fi Not Connecting,Completed,2024-01-26,2024-01-31,2024-02-05,T008,Arjun Iyer,Returned to customer,2537.94,7179.97
JOB01214,CUST0163,DEV009,Software Crash,Completed,2024-03-10,2024-03-15,2024-03-17,T008,Arjun Iyer,Out of warranty,3690.42,8038.89
JOB01353,CUST0157,DEV042,Keyboard Fault,Completed,2024-02-29,2024-03-05,2024-03-04,T005,Kavitha Nair,Under warranty,6984.99,7632.76
JOB01133,CUST0285,DEV040,Wi-Fi Not Connecting,Completed,2024-03-21,2024-03-26,2024-03-24,T003,Priya Singh,,226.29,8633.8
JOB00710,CUST0107,DEV012,Screen Damage,Completed,2024-02-03,2024-02-08,2024-02-05,T007,Meena Reddy,Out of warranty,5174.17,4435.46
JOB00483,CUST0051,DEV043,Power Not Turning On,Completed,2024-01-31,2024-02-05,2024-02-04,T001,Rajesh Kumar,Out of warranty,7667.9,5478.98
JOB00086,CUST0184,DEV007,Wi-Fi Not Connecting,In Progress,2024-01-05,2024-01-10,,T005,Kavitha Nair,,812.12,
JOB01052,CUST0006,DEV034,Hinge Broken,Completed,2024-02-27,2024-03-03,2024-03-01,T005,Kavitha Nair,Under warranty,1986.89,2907.65
JOB00938,CUST0153,DEV024,Wi-Fi Not Connecting,Pending,2024-03-15,2024-03-20,,T006,Deepak Sharma,,3905.68,
JOB01088,CUST0073,DEV029,Charging Port Fault,Completed,2024-01-10,2024-01-15,2024-01-13,T003,Priya Singh,Out of warranty,5805.4,4002.71
JOB00245,CUST0095,DEV043,Keyboard Fault,Completed,2024-01-12,2024-01-17,2024-01-14,T001,Rajesh Kumar,Customer follow-up pending,7600.57,3228.35
JOB01318,CUST0259,DEV010,Software Crash,Pending,2024-03-15,2024-03-20,,T007,Meena Reddy,,5383.75,
JOB00177,CUST0166,DEV017,Charging Port Fault,In Progress,2024-02-05,2024-02-10,,T002,Suresh Rao,,3231.01,
JOB01384,CUST0061,DEV030,Software Crash,Completed,2024-02-07,2024-02-12,2024-02-14,T008,Arjun Iyer,Customer follow-up pending,3203.75,1786.17
JOB00267,CUST0297,DEV007,Wi-Fi Not Connecting,Completed,2024-02-04,2024-02-09,2024-02-11,T006,Deepak Sharma,,3907.09,2006.19
JOB01468,CUST0271,DEV027,RAM Issue,Completed,2024-01-19,2024-01-24,2024-01-23,T006,Deepak Sharma,,3322.38,3016.64
JOB00382,CUST0038,DEV039,Keyboard Fault,Cancelled,2024-02-17,2024-02-22,2024-02-19,T005,,,4774.23,
JOB00157,CUST0162,DEV043,Overheating,Completed,2024-01-11,2024-01-16,2024-01-14,T003,Priya Singh,,6909.19,8058.2
JOB01292,CUST0146,DEV028,Power Not Turning On,Completed,2024-02-01,2024-02-06,2024-02-05,T003,Priya Singh,Customer follow-up pending,3801.62,174.18
JOB00925,CUST0165,DEV024,Screen Damage,Completed,2024-01-14,2024-01-19,2024-01-18,T003,Priya Singh,Customer informed,6546.91,6952.95
JOB00385,CUST0300,DEV003,Software Crash,Completed,2024-01-01,2024-01-06,2024-01-07,T004,Amit Patel,Out of warranty,2064.35,6651.09
JOB01265,CUST0110,DEV027,Hinge Broken,In Progress,2024-01-13,2024-01-18,,T003,Priya Singh,Returned to customer,5326.53,
JOB00995,CUST0020,DEV032,Overheating,Completed,2024-02-22,2024-02-27,2024-03-01,T008,Arjun Iyer,Customer informed,4698.73,539.7
JOB00507,CUST0027,DEV022,Overheating,Completed,2024-02-25,2024-03-01,2024-02-28,T001,Rajesh Kumar,Customer follow-up pending,3990.25,6883.96
JOB00302,CUST0079,DEV002,Battery Issue,Completed,2024-03-02,2024-03-07,2024-03-09,T008,Arjun Iyer,Customer follow-up pending,4834.79,201.38
JOB01039,CUST0073,DEV036,Water Damage,In Progress,2024-01-17,2024-01-22,,T005,Kavitha Nair,,1798.16,
JOB00522,CUST0152,DEV042,Speaker Problem,Completed,2024-03-09,2024-03-14,2024-03-16,T004,Amit Patel,Returned to customer,5134.93,8754.13
JOB00578,CUST0146,DEV007,Software Crash,Completed,2024-02-26,2024-03-02,2024-02-29,T002,Suresh Rao,Customer informed,5408.14,7687.59
JOB01094,CUST0257,DEV013,Speaker Problem,Completed,2024-02-12,2024-02-17,2024-02-17,T003,Priya Singh,,2332.88,3607.61
JOB00808,CUST0257,DEV021,Water Damage,In Progress,2024-02-18,2024-02-23,,T006,Deepak Sharma,,5257.34,
JOB00790,CUST0121,DEV025,Hinge Broken,Completed,2024-02-18,2024-02-23,2024-02-22,T003,Priya Singh,Out of warranty,1848.18,1129.1
JOB00703,CUST0212,DEV036,Power Not Turning On,Completed,2024-01-04,2024-01-09,2024-01-06,T003,Priya Singh,Customer informed,7686.88,4927.49
JOB00083,CUST0154,DEV015,Speaker Problem,In Progress,2024-01-03,2024-01-08,,T006,Deepak Sharma,Customer follow-up pending,7369.07,
JOB00649,CUST0202,DEV005,Hinge Broken,Cancelled,2024-02-18,2024-02-23,2024-02-24,T008,Arjun Iyer,,6248.1,
JOB00319,CUST0250,DEV015,Hard Disk Failure,Completed,2024-03-08,2024-03-13,2024-03-11,T001,Rajesh Kumar,Returned to customer,4515.39,2520.46
JOB00369,CUST0059,DEV037,Power Not Turning On,In Progress,2024-03-07,2024-03-12,,T004,Amit Patel,Customer follow-up pending,1696.44,
JOB01331,CUST0033,DEV031,RAM Issue,In Progress,2024-01-09,2024-01-14,,T008,Arjun Iyer,Under warranty,5661.52,
JOB01036,CUST0130,DEV008,Overheating,Completed,2024-01-01,2024-01-06,2024-01-05,T007,Meena Reddy,Customer follow-up pending,7436.88,4174.63
JOB00696,CUST0192,DEV009,Water Damage,Completed,2024-02-24,2024-02-29,2024-02-27,T007,Meena Reddy,Customer follow-up pending,1128.43,8092.22
JOB01428,CUST0274,DEV010,Software Crash,Completed,2024-02-15,2024-02-20,2024-02-22,T006,Deepak Sharma,,7141.44,6299.89
JOB00961,CUST0207,DEV030,Power Not Turning On,Completed,2024-02-27,2024-03-03,2024-03-05,T008,Arjun Iyer,Customer informed,7012.22,7126.15
JOB00316,CUST0276,DEV013,Battery Issue,Completed,2024-02-29,2024-03-05,2024-03-02,T005,Kavitha Nair,Under warranty,5962.49,4090.6
JOB00903,CUST0020,DEV035,Hinge Broken,Pending,2024-02-09,2024-02-14,,T002,Suresh Rao,Spare part ordered,2922.62,
JOB01100,CUST0298,DEV014,Water Damage,In Progress,2024-01-15,2024-01-20,,T005,Kavitha Nair,,4573.89,
JOB00466,CUST0300,DEV010,Wi-Fi Not Connecting,In Progress,2024-01-19,2024-01-24,,T005,Kavitha Nair,Customer informed,4871.27,
JOB01110,CUST0213,DEV001,Keyboard Fault,Completed,2024-01-11,2024-01-16,2024-01-21,T008,Arjun Iyer,Spare part ordered,4824.51,4339.85
JOB00737,CUST0073,DEV009,RAM Issue,Completed,2024-02-12,2024-02-17,2024-02-17,T007,Meena Reddy,,1832.59,173.64
JOB00792,CUST0250,DEV041,Battery Issue,Completed,2024-03-05,2024-03-10,2024-03-10,T006,Deepak Sharma,,1955.77,3725.1
JOB01338,CUST0285,DEV026,Speaker Problem,Completed,2024-02-10,2024-02-15,2024-02-14,T007,Meena Reddy,Under warranty,980.06,5276.53
JOB01494,CUST0068,DEV029,Motherboard Failure,Completed,2024-01-04,2024-01-09,2024-01-09,T007,Meena Reddy,Returned to customer,5624.53,8679.94
JOB00375,CUST0122,DEV005,RAM Issue,Completed,2024-01-13,2024-01-18,2024-01-20,T008,Arjun Iyer,Customer informed,7350.37,3489.95
JOB00217,CUST0068,DEV031,Keyboard Fault,In Progress,2024-02-26,2024-03-02,,T007,Meena Reddy,Customer informed,2473.83,
JOB01227,CUST0129,DEV033,Camera Not Working,Pending,2024-02-08,2024-02-13,,T003,Priya Singh,Returned to customer,6799.86,
JOB00534,CUST0058,DEV032,Charging Port Fault,Completed,2024-01-29,2024-02-03,2024-02-03,T002,Suresh Rao,Customer follow-up pending,2987.0,5598.92
JOB00658,CUST0193,DEV005,Wi-Fi Not Connecting,In Progress,2024-01-17,2024-01-22,,T002,,Customer follow-up pending,987.12,
JOB01015,CUST0129,DEV028,Battery Issue,Completed,2024-01-10,2024-01-15,2024-01-12,T003,Priya Singh,,2142.53,3577.64
JOB00976,CUST0146,DEV011,Wi-Fi Not Connecting,Cancelled,2024-02-11,2024-02-16,2024-02-15,T003,Priya Singh,Spare part ordered,608.9,
JOB00209,CUST0190,DEV041,Software Crash,Completed,2024-03-21,2024-03-26,2024-03-25,T001,Rajesh Kumar,Customer informed,2513.4,6813.06
JOB00948,CUST0183,DEV022,Keyboard Fault,Completed,2024-02-22,2024-02-27,2024-02-28,T007,,Under warranty,7554.67,6514.19
JOB01120,CUST0087,DEV033,Speaker Problem,Completed,2024-01-01,2024-01-06,2024-01-07,T007,Meena Reddy,Customer follow-up pending,4698.19,6609.18
JOB00531,CUST0044,DEV013,Charging Port Fault,Pending,2024-03-13,2024-03-18,,T008,Arjun Iyer,Under warranty,2597.6,
JOB00848,CUST0093,DEV024,Hinge Broken,Completed,2024-01-21,2024-01-26,2024-01-26,T002,,Returned to customer,7290.05,2496.85
JOB00900,CUST0192,DEV007,Charging Port Fault,Completed,2024-03-08,2024-03-13,2024-03-10,T001,Rajesh Kumar,Returned to customer,3201.08,394.73
JOB01323,CUST0231,DEV001,Charging Port Fault,Completed,2024-01-14,2024-01-19,2024-01-22,T006,Deepak Sharma,Under warranty,7853.57,3296.81
JOB00765,CUST0224,DEV006,Hard Disk Failure,Completed,2024-01-20,2024-01-25,2024-01-30,T004,Amit Patel,Returned to customer,238.57,1560.07
JOB00107,CUST0003,DEV012,Screen Damage,Completed,2024-03-18,2024-03-23,2024-03-20,T005,Kavitha Nair,Out of warranty,4851.61,2193.57
JOB01365,CUST0071,DEV017,Overheating,In Progress,2024-01-05,2024-01-10,,T004,Amit Patel,,6032.05,
JOB00272,CUST0208,DEV016,Battery Issue,Completed,2024-01-25,2024-01-30,2024-01-29,T003,Priya Singh,Customer follow-up pending,3820.45,5104.45
JOB01317,CUST0052,DEV006,RAM Issue,Completed,2024-01-21,2024-01-26,2024-01-23,T002,Suresh Rao,Customer follow-up pending,6373.41,5459.13
JOB00334,CUST0144,DEV034,Wi-Fi Not Connecting,Completed,2024-02-21,2024-02-26,2024-02-23,T003,Priya Singh,Out of warranty,7123.12,5675.58
JOB00931,CUST0173,DEV021,Motherboard Failure,In Progress,2024-01-18,2024-01-23,,T007,Meena Reddy,Out of warranty,2118.86,
JOB00187,CUST0268,DEV030,Motherboard Failure,Completed,2024-03-15,2024-03-20,2024-03-20,T003,Priya Singh,,5299.89,4320.29
JOB01296,CUST0079,DEV015,Keyboard Fault,In Progress,2024-01-07,2024-01-12,,T002,Suresh Rao,Customer follow-up pending,3016.74,
JOB01191,CUST0010,DEV039,Power Not Turning On,Completed,2024-03-05,2024-03-10,2024-03-10,T001,Rajesh Kumar,Spare part ordered,6465.63,2679.02
JOB00140,CUST0028,DEV018,Water Damage,Completed,2024-02-26,2024-03-02,2024-03-01,T006,Deepak Sharma,Customer follow-up pending,1364.7,2571.69
JOB00939,CUST0149,DEV020,Battery Issue,Completed,2024-01-20,2024-01-25,2024-01-25,T003,Priya Singh,Spare part ordered,4351.98,5621.86
JOB00607,CUST0003,DEV004,Camera Not Working,Completed,2024-01-15,2024-01-20,2024-01-18,T001,Rajesh Kumar,,2305.31,1657.5
JOB01349,CUST0298,DEV029,Hinge Broken,Completed,2024-02-04,2024-02-09,2024-02-08,T001,Rajesh Kumar,,6381.72,7696.76
JOB00261,CUST0181,DEV019,Keyboard Fault,Completed,2024-01-04,2024-01-09,2024-01-07,T001,Rajesh Kumar,Under warranty,6728.09,3237.56
JOB00096,CUST0105,DEV035,Water Damage,Completed,2024-03-11,2024-03-16,2024-03-13,T005,Kavitha Nair,Customer informed,3137.53,8168.46
JOB00270,CUST0223,DEV037,Hard Disk Failure,Completed,2024-03-07,2024-03-12,2024-03-09,T001,Rajesh Kumar,Customer follow-up pending,6784.15,3780.8
JOB00555,CUST0245,DEV038,Power Not Turning On,Completed,2024-02-07,2024-02-12,2024-02-10,T001,Rajesh Kumar,Spare part ordered,7631.98,2199.4
JOB00444,CUST0204,DEV038,Hinge Broken,Pending,2024-03-07,2024-03-12,,T002,Suresh Rao,,1493.42,
JOB00060,CUST0003,DEV029,Hard Disk Failure,Completed,2024-01-30,2024-02-04,2024-02-03,T001,Rajesh Kumar,,2630.3,7225.24
JOB00482,CUST0072,DEV037,Software Crash,Pending,2024-03-07,2024-03-12,,T006,Deepak Sharma,Returned to customer,4928.14,
JOB00350,CUST0159,DEV036,Motherboard Failure,Completed,2024-03-12,2024-03-17,2024-03-18,T002,Suresh Rao,Customer informed,7666.88,4767.52
JOB00999,CUST0191,DEV036,Water Damage,In Progress,2024-02-11,2024-02-16,,T003,Priya Singh,Returned to customer,3374.61,
JOB00630,CUST0286,DEV043,Charging Port Fault,Completed,2024-03-03,2024-03-08,2024-03-06,T005,Kavitha Nair,Customer informed,1895.14,7455.41
JOB01139,CUST0274,DEV038,Overheating,Completed,2024-02-05,2024-02-10,2024-02-12,T002,Suresh Rao,Spare part ordered,2858.35,2244.88
JOB01192,CUST0113,DEV029,Camera Not Working,In Progress,2024-02-21,2024-02-26,,T003,Priya Singh,,6179.7,
JOB00473,CUST0298,DEV031,Charging Port Fault,Cancelled,2024-01-16,2024-01-21,2024-01-18,T001,Rajesh Kumar,Under warranty,5090.39,
JOB01458,CUST0291,DEV009,Battery Issue,Completed,2024-02-13,2024-02-18,2024-02-14,T003,Priya Singh,Customer informed,4376.79,8188.09
JOB00161,CUST0144,DEV030,Water Damage,Pending,2024-03-07,2024-03-12,,T002,,Spare part ordered,2112.8,
JOB00115,CUST0231,DEV002,Charging Port Fault,Pending,2024-03-16,2024-03-21,,T008,Arjun Iyer,Out of warranty,7083.88,
JOB00432,CUST0129,DEV022,Speaker Problem,Completed,2024-03-10,2024-03-15,2024-03-14,T004,Amit Patel,Out of warranty,6451.32,6312.06
JOB01445,CUST0229,DEV006,RAM Issue,Completed,2024-01-16,2024-01-21,2024-01-22,T004,Amit Patel,Customer informed,4108.48,3397.0
JOB01434,CUST0111,DEV005,Water Damage,Pending,2024-03-18,2024-03-23,,T007,Meena Reddy,,7287.2,
JOB00356,CUST0122,DEV032,Water Damage,Completed,2024-01-15,2024-01-20,2024-01-18,T007,Meena Reddy,Spare part ordered,3976.54,3756.32
JOB00117,CUST0262,DEV040,Charging Port Fault,Completed,2024-03-11,2024-03-16,2024-03-13,T007,Meena Reddy,Under warranty,7315.57,5154.6
JOB01467,CUST0220,DEV004,Battery Issue,Completed,2024-01-25,2024-01-30,2024-01-31,T008,Arjun Iyer,Under warranty,6983.61,8413.77
JOB00646,CUST0018,DEV042,Motherboard Failure,Pending,2024-01-06,2024-01-11,,T008,Arjun Iyer,Returned to customer,7709.81,
JOB00712,CUST0028,DEV027,Software Crash,Completed,2024-02-01,2024-02-06,2024-02-07,T006,Deepak Sharma,Spare part ordered,1574.32,8613.39
JOB01250,CUST0051,DEV033,Keyboard Fault,Completed,2024-03-10,2024-03-15,2024-03-12,T005,Kavitha Nair,,7723.38,7199.93
JOB01314,CUST0022,DEV029,Hinge Broken,Completed,2024-03-07,2024-03-12,2024-03-11,T006,Deepak Sharma,Out of warranty,4654.48,4047.13
JOB00980,CUST0036,DEV032,Overheating,Completed,2024-03-08,2024-03-13,2024-03-11,T001,Rajesh Kumar,,6618.2,7357.12
JOB00291,CUST0128,DEV024,Wi-Fi Not Connecting,Completed,2024-01-11,2024-01-16,2024-01-19,T008,Arjun Iyer,Under warranty,6997.26,8773.43
JOB00875,CUST0162,DEV016,Wi-Fi Not Connecting,Completed,2024-01-29,2024-02-03,2024-02-05,T008,Arjun Iyer,,4573.23,7561.1
JOB00897,CUST0157,DEV012,Screen Damage,Completed,2024-01-16,2024-01-21,2024-01-26,T008,Arjun Iyer,,6478.33,3524.42
JOB00022,CUST0177,DEV026,Hard Disk Failure,In Progress,2024-01-16,2024-01-21,,T003,Priya Singh,,6308.25,
JOB00748,CUST0177,DEV042,Wi-Fi Not Connecting,In Progress,2024-02-12,2024-02-17,,T001,Rajesh Kumar,Returned to customer,7202.34,
JOB00935,CUST0229,DEV010,Motherboard Failure,In Progress,2024-03-14,2024-03-19,,T007,Meena Reddy,Out of warranty,1375.33,
JOB00877,CUST0185,DEV038,Motherboard Failure,Completed,2024-02-20,2024-02-25,2024-02-26,T007,Meena Reddy,,6847.42,5224.1
JOB00252,CUST0007,DEV032,Motherboard Failure,Completed,2024-02-20,2024-02-25,2024-02-24,T002,Suresh Rao,Under warranty,3279.53,6301.08
JOB00139,CUST0284,DEV022,Software Crash,Completed,2024-01-14,2024-01-19,2024-01-17,T001,Rajesh Kumar,Customer follow-up pending,5183.04,2007.13
JOB00904,CUST0127,DEV011,Hinge Broken,Completed,2024-03-04,2024-03-09,2024-03-10,T002,,Returned to customer,7514.98,8368.17
JOB00960,CUST0098,DEV015,Wi-Fi Not Connecting,Completed,2024-01-06,2024-01-11,2024-01-08,T003,Priya Singh,,3826.57,4235.52
JOB00837,CUST0222,DEV002,Overheating,Completed,2024-01-01,2024-01-06,2024-01-03,T005,Kavitha Nair,Returned to customer,3531.77,2440.85
JOB00520,CUST0281,DEV037,Speaker Problem,Completed,2024-03-06,2024-03-11,2024-03-09,T001,Rajesh Kumar,,2218.91,7694.4
JOB00405,CUST0116,DEV027,Overheating,Completed,2024-03-09,2024-03-14,2024-03-12,T007,Meena Reddy,Customer informed,4627.1,435.05
JOB00450,CUST0183,DEV008,Camera Not Working,Completed,2024-02-13,2024-02-18,2024-02-17,T002,Suresh Rao,Out of warranty,3927.6,6104.32
JOB00045,CUST0132,DEV023,Screen Damage,Completed,2024-01-16,2024-01-21,2024-01-19,T007,Meena Reddy,Out of warranty,4699.46,5901.31
JOB00471,CUST0028,DEV020,Software Crash,Completed,2024-03-14,2024-03-19,2024-03-17,T003,Priya Singh,Under warranty,1836.18,7268.57
JOB01437,CUST0118,DEV009,Motherboard Failure,Completed,2024-01-08,2024-01-13,2024-01-11,T003,Priya Singh,Customer follow-up pending,5307.7,6620.61
JOB00419,CUST0125,DEV029,Charging Port Fault,In Progress,2024-02-05,2024-02-10,,T008,Arjun Iyer,Under warranty,6740.27,
JOB00442,CUST0125,DEV031,Screen Damage,Completed,2024-03-21,2024-03-26,2024-03-25,T006,Deepak Sharma,Customer informed,5640.28,5861.2
JOB01359,CUST0170,DEV015,Hinge Broken,Completed,2024-01-02,2024-01-07,2024-01-06,T005,Kavitha Nair,Spare part ordered,4214.68,6479.13
JOB01398,CUST0264,DEV010,Software Crash,In Progress,2024-02-09,2024-02-14,,T004,Amit Patel,Spare part ordered,1863.1,
JOB00822,CUST0281,DEV013,RAM Issue,In Progress,2024-01-22,2024-01-27,,T007,Meena Reddy,Under warranty,2740.31,
JOB00677,CUST0148,DEV035,Software Crash,Completed,2024-03-14,2024-03-19,2024-03-18,T007,,,3845.19,8934.63
JOB00276,CUST0269,DEV017,Software Crash,Completed,2024-01-31,2024-02-05,2024-02-01,T002,Suresh Rao,Returned to customer,2768.43,5321.29
JOB00034,CUST0284,DEV012,Software Crash,Completed,2024-02-15,2024-02-20,2024-02-19,T006,Deepak Sharma,Out of warranty,4092.19,1917.05
JOB01419,CUST0065,DEV014,Motherboard Failure,In Progress,2024-03-13,2024-03-18,,T004,Amit Patel,Customer follow-up pending,4732.21,
JOB00020,CUST0162,DEV027,Keyboard Fault,Completed,2024-01-20,2024-01-25,2024-01-22,T002,Suresh Rao,Customer follow-up pending,2238.16,4894.53
JOB00479,CUST0212,DEV043,Hinge Broken,In Progress,2024-01-24,2024-01-29,,T002,Suresh Rao,Under warranty,241.53,
JOB01278,CUST0256,DEV006,Wi-Fi Not Connecting,Completed,2024-01-19,2024-01-24,2024-01-24,T002,Suresh Rao,Under warranty,5907.69,1172.7
JOB01337,CUST0127,DEV025,Hinge Broken,Completed,2024-02-14,2024-02-19,2024-02-16,T001,Rajesh Kumar,Customer informed,1971.14,5424.66
JOB01066,CUST0285,DEV010,Hard Disk Failure,Completed,2024-01-08,2024-01-13,2024-01-11,T005,Kavitha Nair,Customer informed,3697.2,3106.26
JOB00274,CUST0249,DEV002,Screen Damage,Completed,2024-02-10,2024-02-15,2024-02-13,T002,Suresh Rao,Spare part ordered,7224.48,3752.01
JOB00412,CUST0252,DEV030,Software Crash,Completed,2024-01-12,2024-01-17,2024-01-15,T001,Rajesh Kumar,,2904.9,7607.36
JOB00408,CUST0198,DEV019,Speaker Problem,Completed,2024-02-07,2024-02-12,2024-02-14,T004,,,286.17,3041.93
JOB00327,CUST0073,DEV011,Motherboard Failure,Pending,2024-01-27,2024-02-01,,T002,Suresh Rao,Under warranty,5881.12,
JOB01444,CUST0272,DEV014,Battery Issue,Completed,2024-02-03,2024-02-08,2024-02-07,T001,Rajesh Kumar,Customer follow-up pending,721.67,3575.83
JOB00919,CUST0109,DEV006,Water Damage,Completed,2024-01-26,2024-01-31,2024-02-02,T008,Arjun Iyer,Customer informed,3857.86,1117.69
JOB00372,CUST0162,DEV001,Overheating,Completed,2024-02-12,2024-02-17,2024-02-14,T004,Amit Patel,Customer informed,7924.06,2146.81
JOB00693,CUST0065,DEV035,Speaker Problem,Completed,2024-03-15,2024-03-20,2024-03-20,T007,Meena Reddy,Customer follow-up pending,6407.68,3172.91
JOB00801,CUST0226,DEV028,RAM Issue,Completed,2024-01-14,2024-01-19,2024-01-20,T002,Suresh Rao,Customer follow-up pending,6111.94,5281.34
JOB00865,CUST0163,DEV013,Camera Not Working,Completed,2024-02-21,2024-02-26,2024-02-23,T001,Rajesh Kumar,,7781.67,8059.64
JOB01341,CUST0223,DEV028,Software Crash,Completed,2024-01-07,2024-01-12,2024-01-10,T007,Meena Reddy,Customer follow-up pending,2655.03,7806.83
JOB01397,CUST0268,DEV030,Overheating,Completed,2024-02-22,2024-02-27,2024-02-27,T004,Amit Patel,,6174.73,3808.76
